domain,decision,tier,reason,follow,anchor_text,example_backlink,authority,traffic,is_spam,ip,review_note
viralbacklinks.com,DISAVOW,P1 Core,Paid-link / backlink-seller site,nofollow,ngwindows.com,https://viralbacklinks.com/ashgeoseo/,2,0,,203.161.54.114,confirmed
vydxyefz.xyz,DISAVOW,P1 Core,Multiple spam signals (dead + farm-IP / spam-flag),dofollow,"2Db67↑↑↑Black Hat SEO backlinks, focusing on Black Hat SEO, Google SEO fast ranking ↑↑↑ Telegram: @seo7878",http://vydxyefz.xyz/,0.0,0,TRUE,188.114.97.0,confirmed
vzynhhud.xyz,DISAVOW,P1 Core,Multiple spam signals (dead + farm-IP / spam-flag),dofollow,"E0mpi↑↑↑Black Hat SEO backlinks, focusing on Black Hat SEO, Google SEO fast ranking ↑↑↑ Telegram: @seo7878",https://vzynhhud.xyz/bbykihgtlpokk,0.0,0,TRUE,172.67.166.118,confirmed
wallpapers.pro,DISAVOW,P1 Core,Multiple spam signals (dead + farm-IP / spam-flag),dofollow,northpointwindows.com,https://mail.wallpapers.pro/0735674f420eb4305092bacc860401a2-l/,2,0,,118.139.176.46,confirmed
wallpapersaaec.ga,DISAVOW,P1 Core,Low-quality / dead domain,dofollow,Get free high quality HD wallpapers printable psychrometric chart metric,http://wallpapersaaec.ga/files/images/printable-psychrometric-chart-metric.html,0.0,0,,,confirmed
way2check.art,DISAVOW,P1 Core,Multiple spam signals (dead + farm-IP / spam-flag),dofollow,performingwindows.com,http://www.way2check.art/page-18c6f7b2b74807a8ca4d96aec043dde8.html,2,0,,118.139.181.85,confirmed
way2check.cv,DISAVOW,P1 Core,Multiple spam signals (dead + farm-IP / spam-flag),dofollow,performingwindows.com,https://way2check.cv/page-18c6f7b2b74807a8ca4d96aec043dde8.html,3,0,,118.139.178.200,confirmed
webbacklinkskbuy.com,DISAVOW,P1 Core,Paid-link / backlink-seller site,nofollow,ngwindows.com,https://webbacklinkskbuy.com/ashgeoseo/,2,0,,203.161.54.114,confirmed
webbys.pages.dev,DISAVOW,P1 Core,Throwaway free-host page,nofollow,ngwindows.com,https://webbys.pages.dev/56/PBjAytGwrZ,4,0,,172.66.47.196,confirmed
webrankindia.com,DISAVOW,P1 Core,Multiple spam signals (dead + farm-IP / spam-flag),dofollow,ngwindows.com,http://webrankindia.com/page-34962c4ce6e04e66bc6683ce26dd6c07.html,2,0,,118.139.181.85,confirmed
webrankingsolutionbacklinks.com,DISAVOW,P1 Core,Paid-link / backlink-seller site,nofollow,ngwindows.com,https://webrankingsolutionbacklinks.com/ashgeoseo/,2,0,,203.161.54.114,confirmed
webrankprovider.shop,DISAVOW,P1 Core,Multiple spam signals (dead + farm-IP / spam-flag),nofollow,"Power up ngwindows.com: high-quality backlinks, guest posts, on-page and local SEO, custom web development, SaaS tools and automation tools for a strong DR/DA/TF increase for any i",https://webrankprovider.shop/202b79564-best-guest-posts-crypto-2025-compared-6-providers-roi-advanced-growth-framework-planning-testing-and-tracking-for-stronger-domain-authority/,0.0,0,TRUE,104.21.7.31,confirmed
websiterace.com,DISAVOW,P1 Core,Auto-generated stats / scraper page,dofollow,northpointwindows.com,https://websiterace.com/0735674f420eb4305092bacc860401a2-l/,2,0,,118.139.176.46,confirmed
websites.freemyip.com,DISAVOW,P1 Core,Redirect / URL-shortener link network,nofollow,thermatrustwindows.com,https://websites.freemyip.com/share/37669,5,0,,195.20.19.178,confirmed
websitescrawl.art,DISAVOW,P1 Core,Auto-generated stats / scraper page,dofollow,performingwindows.com,http://www.websitescrawl.art/page-18c6f7b2b74807a8ca4d96aec043dde8.html,2,0,,118.139.181.85,confirmed
websitescrawl.com,DISAVOW,P1 Core,Auto-generated stats / scraper page,nofollow,ngwindows.com,https://www.websitescrawl.com/domain-list-16455,12,0,,68.178.235.175,confirmed
websitesea.com,DISAVOW,P1 Core,Multiple spam signals (dead + farm-IP / spam-flag),dofollow,northpointwindows.com,https://www.websitesea.com/0735674f420eb4305092bacc860401a2-l/,2,0,,118.139.176.46,confirmed
webworthchecker.cv,DISAVOW,P1 Core,Auto-generated stats / scraper page,dofollow,performingwindows.com,http://www.webworthchecker.cv/page-18c6f7b2b74807a8ca4d96aec043dde8.html,2,0,,118.139.181.85,confirmed
welinkbacklinks.com,DISAVOW,P1 Core,Paid-link / backlink-seller site,nofollow,ngwindows.com,https://welinkbacklinks.com/ashgeoseo/,2,0,,203.161.54.114,confirmed
whzoyytu.xyz,DISAVOW,P1 Core,Multiple spam signals (dead + farm-IP / spam-flag),dofollow,"FuwJk↑↑↑Black Hat SEO backlinks, focusing on Black Hat SEO, Google SEO fast ranking ↑↑↑ Telegram: @seo7878",https://whzoyytu.xyz/11k43jgrv9m1z,0.0,0,TRUE,188.114.97.2,confirmed
wiknluhc.xyz,DISAVOW,P1 Core,Multiple spam signals (dead + farm-IP / spam-flag),dofollow,"L1xGe↑↑↑Black Hat SEO backlinks, focusing on Black Hat SEO, Google SEO fast ranking ↑↑↑ Telegram: @seo7878",https://wiknluhc.xyz/1ykm4igfe8l2t,0.0,0,TRUE,172.67.129.205,confirmed
windowcompaniesbado.blogspot.com,DISAVOW,P1 Core,Spam blog post (Blogspot PBN),dofollow,Window Companies Atlanta Ga,http://windowcompaniesbado.blogspot.com/2015/04/window-companies-atlanta-ga.html,2,0,,142.251.111.132,confirmed
windowcompaniesbaisashi.blogspot.com,DISAVOW,P1 Core,Spam blog post (Blogspot PBN),dofollow,Window Companies Atlanta Ga,http://windowcompaniesbaisashi.blogspot.com/2015/04/window-companies-atlanta-ga.html,2,0,,142.251.179.132,confirmed
windowglassreplacementmarik.blogspot.com,DISAVOW,P1 Core,Spam blog post (Blogspot PBN),dofollow,Window Glass Replacement Roswell Ga Pictures,http://windowglassreplacementmarik.blogspot.com/2015/05/window-glass-replacement-roswell-ga.html,2,0,,172.253.62.132,confirmed
windowglassreplacementnshinso.blogspot.com,DISAVOW,P1 Core,Spam blog post (Blogspot PBN),dofollow,Images of Leaded Glass Replacement Windows,http://windowglassreplacementnshinso.blogspot.com/2015/09/leaded-glass-replacement-windows.html,2,0,,142.251.179.132,confirmed
windowpanestsuihasu.blogspot.com,DISAVOW,P1 Core,Spam blog post (Blogspot PBN),dofollow,Condensation On Windows - Window Replacement In Atlanta,http://windowpanestsuihasu.blogspot.com/2015/01/window-condensation-between-panes.html,2,0,,142.251.179.132,confirmed
windowpaneszor.blogspot.com,DISAVOW,P1 Core,Spam blog post (Blogspot PBN),dofollow,... View Document,http://windowpaneszor.blogspot.com/2015/01/moisture-between-window-panes.html,2,0,,172.253.139.132,confirmed
windowreplacementpodrya.blogspot.com,DISAVOW,P1 Core,Spam blog post (Blogspot PBN),dofollow,Window Replacement Deals,http://windowreplacementpodrya.blogspot.com/2015/03/window-replacement-deals.html,2,0,,142.251.163.132,confirmed
windowreplacementyubirige.blogspot.com,DISAVOW,P1 Core,Spam blog post (Blogspot PBN),dofollow,Window Replacement Norman Ok Photos,http://windowreplacementyubirige.blogspot.com/2015/04/window-replacement-norman-ok.html,2,0,,142.251.111.132,confirmed
windowstylesrabokume.blogspot.com,DISAVOW,P1 Core,Spam blog post (Blogspot PBN),dofollow,Window Styles With Grids,http://windowstylesrabokume.blogspot.com/2015/03/window-styles-with-grids.html,2,0,,192.178.218.132,confirmed
wlzkxbgt.xyz,DISAVOW,P1 Core,Multiple spam signals (dead + farm-IP / spam-flag),dofollow,"r9WXv↑↑↑Black Hat SEO backlinks, focusing on Black Hat SEO, Google SEO fast ranking ↑↑↑ Telegram: @seo7878",https://wlzkxbgt.xyz/dlkzthmyryazl,0.0,0,TRUE,172.67.134.63,confirmed
wnbbnviw.xyz,DISAVOW,P1 Core,Multiple spam signals (dead + farm-IP / spam-flag),,,,0.0,0,TRUE,188.114.97.2,confirmed
wogibtswas.net,DISAVOW,P1 Core,Multiple spam signals (dead + farm-IP / spam-flag),nofollow,https://www.ngwindows.com/,https://ch.wogibtswas.net/alpharetta/handwerker/ng%20windows-2031838,2,0,,188.40.17.96,confirmed
wonvision.com,DISAVOW,P1 Core,Multiple spam signals (dead + farm-IP / spam-flag),dofollow,northpointwindows.com,https://wonvision.com/0735674f420eb4305092bacc860401a2-l/,2,0,,118.139.176.46,confirmed
worldbusinesspromote.com,DISAVOW,P1 Core,Paid-link / backlink-seller site,nofollow,ngwindows.com,https://worldbusinesspromote.com/artie-lange-laughter-pain-and-the-battle-behind-the-microphone/,3,0,,67.223.118.29,confirmed
worldtopbacklinks.com,DISAVOW,P1 Core,Paid-link / backlink-seller site,nofollow,ngwindows.com,https://worldtopbacklinks.com/ashgeoseo/,2,0,,203.161.54.114,confirmed
wowqualitybacklinks.com,DISAVOW,P1 Core,Paid-link / backlink-seller site,nofollow,ngwindows.com,https://wowqualitybacklinks.com/ashgeoseo/,2,0,,203.161.54.114,confirmed
wvoysjve.xyz,DISAVOW,P1 Core,Multiple spam signals (dead + farm-IP / spam-flag),dofollow,"aagM4↑↑↑Black Hat SEO backlinks, focusing on Black Hat SEO, Google SEO fast ranking ↑↑↑ Telegram: @seo7878",https://thsy.wvoysjve.xyz/mextvwewcjmpn,0.0,0,TRUE,172.67.146.29,confirmed
ycm.info,DISAVOW,P1 Core,Multiple spam signals (dead + farm-IP / spam-flag),dofollow,northpointwindows.com,https://www.ycm.info/0735674f420eb4305092bacc860401a2-l/,2,0,,118.139.176.46,confirmed
yesdomains.space,DISAVOW,P1 Core,Spam directory listing,dofollow,performingwindows.com,http://www.yesdomains.space/page-18c6f7b2b74807a8ca4d96aec043dde8.html,2,0,,118.139.181.85,confirmed
youtoo.in,DISAVOW,P1 Core,Multiple spam signals (dead + farm-IP / spam-flag),dofollow,performingwindows.com,http://www.youtoo.in/page-18c6f7b2b74807a8ca4d96aec043dde8.html,2,0,,118.139.181.85,confirmed
zlzfsaat.xyz,DISAVOW,P1 Core,Multiple spam signals (dead + farm-IP / spam-flag),dofollow,"ocGsH↑↑↑Black Hat SEO backlinks, focusing on Black Hat SEO, Google SEO fast ranking ↑↑↑ Telegram: @seo7878",https://zlzfsaat.xyz/44f1drne1zzwk,0.0,0,TRUE,172.67.201.142,confirmed
100xrecruiting.com,DISAVOW,P2,Low-quality / dead domain,dofollow,🌐 www.ngwindows.com ↗,https://100xrecruiting.com/company/ng-windows,2,0,,216.24.57.1,confirmed
128.199.173.17,DISAVOW,P2,Low-quality / dead domain,,,,0.0,0,,128.199.173.17,confirmed
142.54.190.10,DISAVOW,P2,Low-quality / dead domain,dofollow,.,http://142.54.190.10/exterior-shutters-atlanta-georgia/,0.0,0,,,confirmed
1stcallglasscare.com,DISAVOW,P2,Low-quality / dead domain,dofollow,northgeorgiawindows.net,https://1stcallglasscare.com/affordable-link-building-services-233/,3,0,,104.21.21.200,confirmed
afewgoodygumdrops.com,DISAVOW,P2,Borderline — manual check,dofollow,replacement windows,https://www.afewgoodygumdrops.com/2023/06/designing-a-timeless-dream-house-as-fashionable-as-you-are.html,12,0,,209.59.154.115,UPGRADED review→disavow
airlive.us,DISAVOW,P2,Low-quality / dead domain,dofollow,Sunroom Contractor : Home improvement contractor logo best design and,http://airlive.us/20170908105255_sunroom-contractor/,0.0,0,,,confirmed
athomeinthefutureblog.com,DISAVOW,P2,Low-quality / dead domain,dofollow,"window installation company, North Georgia Replacement Windows",https://athomeinthefutureblog.com/2022/02/added-value-new-windows-worth/,2,0,,172.67.149.71,confirmed
awesomepix.net,DISAVOW,P2,Low-quality / dead domain,dofollow,Crawl Space Door Insulation Custom Crawl Space Doors Custom Crawl Space Doors Source Abuse Report,http://awesomepix.net/crawl+space+door+insulation,0.0,0,,,confirmed
awesomewomanproject.com,DISAVOW,P2,Low-quality / dead domain,dofollow,ngwindows.com,https://www.awesomewomanproject.com/2022/08/how-to-install-replacement-windows/,2,0,,45.32.218.188,confirmed
azbaseimages.net,DISAVOW,P2,Low-quality / dead domain,dofollow,Window Grill Designs Designer Collection Windows Designer Collection Windows Source Abuse Report,http://azbaseimages.net/window+grill+designs,0.0,0,,,confirmed
bcb370.com,DISAVOW,P2,Low-quality / dead domain,dofollow,Top three reasons to install sunroom additions this summer Top three reasons to install sunroom additions this summer,http://www.bcb370.com/sunroom-additions.html,0.0,0,,,confirmed
beihaishitrade.com,DISAVOW,P2,Low-quality / dead domain,dofollow,Our Family | North Georgia Replacement Windows,https://www.beihaishitrade.com/wp-content/uploads/2023/5p6kj/article.php?tag=rebecca-fitoussi-caps,0.0,0,,172.67.161.178,confirmed
bergenviewtrail.com,DISAVOW,P2,Low-quality / dead domain,dofollow,WebSome of the other types of round top windows we offer are shown below. Round top window with extended legs Left quarter round top window. Picture window with a round top …,https://bzzr.bergenviewtrail.com/,0.0,0,,104.21.42.4,confirmed
bestbeautyschoolincalgary.com,DISAVOW,P2,Low-quality / dead domain,dofollow,WebSome of the other types of round top windows we offer are shown below. Round top window with extended legs Left quarter round top window. Picture window with a round top …,https://wvxv.bestbeautyschoolincalgary.com/top-of-exterior-window/34771369,0.0,0,,188.114.97.2,confirmed
bulkdataprovider.com,DISAVOW,P2,Borderline — manual check,dofollow,www.ngwindows.com,https://bulkdataprovider.com/industry/company/north-georgia-replacement-windows-inc,9,0,,172.67.156.181,UPGRADED review→disavow
candidmama.com,DISAVOW,P2,Low-quality / dead domain,dofollow,new windows for your home,https://candidmama.com/how-to-create-a-home-you-will-love-living-in/,3,0,,185.181.255.109,confirmed
clackamaswebacademy.info,DISAVOW,P2,Low-quality / dead domain,dofollow,Window Replacement in Atlanta North Georgia Windows North Georgia,http://clackamaswebacademy.info/exterior-shutters-atlanta,0.0,0,,,confirmed
colormehouse.com,DISAVOW,P2,Low-quality / dead domain,dofollow,North Georgia Replacement Windows,https://www.colormehouse.com/2022/04/10/wooden-or-pvc-windows-what-to-consider/,2,0,,68.65.123.94,confirmed
computersolutionscr.info,DISAVOW,P2,Low-quality / dead domain,dofollow,Window Replacement in Atlanta North Georgia Replacement Windows,https://computersolutionscr.info/exterior-shutters-atlanta/,0.0,0,,,confirmed
crowdyhome.com,DISAVOW,P2,Low-quality / dead domain,dofollow,upgrading your front door,https://www.crowdyhome.com/how-to-give-your-homes-exterior-a-facelift/,4,0,,13.56.15.200,confirmed
cubi.us,DISAVOW,P2,Low-quality / dead domain,dofollow,Prefab Sunroom Kit : Sunroom additions joy studio design gallery best,http://cubi.us/20171019050332_prefab-sunroom-kit/,0.0,0,,,confirmed
cultivatehd.com,DISAVOW,P2,Borderline — manual check,dofollow,window screen inspection guidance,https://cultivatehd.com/can-you-reuse-screen-spline/,14,0,,192.30.132.114,UPGRADED review→disavow
cvcard.ir,DISAVOW,P2,Low-quality / dead domain,dofollow,Wooden Shutters & Vinyl Shutters | North Georgia Windows |,http://www.cvcard.ir/post/37597/wood-vs-vinyl-shutters,0.0,0,,,confirmed
data2salesai.com,DISAVOW,P2,Low-quality / dead domain,dofollow,www.ngwindows.com,https://www.data2salesai.com/industry/company/north-georgia-replacement-windows-inc,6,0,,104.21.77.21,confirmed
databaseimg.com,DISAVOW,P2,Low-quality / dead domain,dofollow,Grill Styles For Windows Windows With Grille Windows With Grille Source Abuse Report,http://databaseimg.com/grill+styles+for+windows,0.0,0,,,confirmed
decorologyblog.com,DISAVOW,P2,Low-quality / dead domain,dofollow,replace your windows,https://decorologyblog.com/page/48,6,0,,104.21.59.59,confirmed
dishwashercreations.com,DISAVOW,P2,Low-quality / dead domain,dofollow,NG Windows,https://dishwashercreations.com/2022/03/13/the-things-we-like-to-change-around-the-home/,2,0,,69.28.90.102,confirmed
eurekster.com,DISAVOW,P2,Low-quality / dead domain,dofollow,https://www.ngwindows.com/blog/why-maintaining-your-window-screens-is,https://p.eurekster.com/?apdiv=Submit&id&search=Adjustable%20Window%20Screens,6,0,,170.9.240.198,confirmed
everythingwithatwist.com,DISAVOW,P2,Borderline — manual check,dofollow,Replacement Windows,https://everythingwithatwist.com/2023/01/08/curb-appeal-5-home-exterior-ideas-to-make-more-attractive/,14,0,,35.212.72.114,UPGRADED review→disavow
ezio.us,DISAVOW,P2,Low-quality / dead domain,dofollow,Doors Atlanta amp Larson Afer 1 Doors Atlanta amp Larson Afer 1,http://ezio.us/tulsa-overhead-door.html,0.0,0,,,confirmed
fixthehome.com,DISAVOW,P2,Low-quality / dead domain,dofollow,www.ngwindows.com/,http://www.fixthehome.com/listing/13597/,6,0,,216.137.176.69,confirmed
foaminsulationtips.com,DISAVOW,P2,Low-quality / dead domain,dofollow,Pictures of Air Tite Foam Insulation Inc,https://www.foaminsulationtips.com/air-tite-foam-insulation-inc/,2,0,,172.67.185.120,confirmed
frenchmature.me,DISAVOW,P2,Low-quality / dead domain,dofollow,Decorative Iron Fiberglass Doors Atlanta NG Windows North Decorative Doors Custom Front Doors In Atlanta,http://frenchmature.me/custom-front-doors-atlanta,0.0,0,,,confirmed
gnpmilton.com,DISAVOW,P2,Borderline — manual check,dofollow,https://www.ngwindows.com/,https://gnpmilton.com/c/podcasts/b/ep-37-north-georgia-replacement-windows-with-ted-kirk,11,0,,34.68.234.4,UPGRADED review→disavow
haitisoleil.com,DISAVOW,P2,Low-quality / dead domain,dofollow,North Georgia Replacement Windows,http://www.haitisoleil.com/index.php?page=search/web&search=north+georgia+windows+and+doors&type=web,0.0,0,,,confirmed
hellobetty.co,DISAVOW,P2,Low-quality / dead domain,dofollow,Replacement Windows,https://hellobetty.co/fresh-content-sprucing-up-your-curb-appeal-4-quick-and-easy-renovation-tips/,5,0,,147.79.79.21,confirmed
hghomeclub.com,DISAVOW,P2,Low-quality / dead domain,dofollow,North Georgia Replacement Windows,https://hghomeclub.com/faithful-leadership-window-wisdom-podcast/,6,0,,132.148.183.109,confirmed
homebuilderdeveloper.com,DISAVOW,P2,Low-quality / dead domain,dofollow,Residential Window Replacement Atlanta | NG Windows ...,http://www.homebuilderdeveloper.com/window-replacement/residential-window-replacement-atlanta-ng-windows.php,3,0,,162.250.126.98,confirmed
homerenoworld.com,DISAVOW,P2,Low-quality / dead domain,dofollow,North Georgia Replacement Windows,http://homerenoworld.com/exterior-inspiration/,2,0,,216.185.212.113,confirmed
jobsapp.info,DISAVOW,P2,Low-quality / dead domain,dofollow,northpointwindows.com,https://jobsapp.info/0735674f420eb4305092bacc860401a2-l/,6,0,,104.21.0.207,confirmed
jogger.net,DISAVOW,P2,Low-quality / dead domain,dofollow,North Georgia Replacement Windows - Official Site,https://home-window-repair.jogger.net/home-window-repair-near-me-clermont-ga-30527.html,0.0,0,,,confirmed
johnnybroccolii.com,DISAVOW,P2,Low-quality / dead domain,dofollow,North Georgia Replacement Windows,https://www.johnnybroccolii.com/6-reasons-to-upgrade-your-windows/,2,0,,54.36.152.144,confirmed
koalatyremodel.com,DISAVOW,P2,Borderline — manual check,dofollow,North Georgia Replacement Windows,https://koalatyremodel.com/locations/ga/atlanta/windows/,12,0,,34.160.17.71,UPGRADED review→disavow
lifequalia.com,DISAVOW,P2,Low-quality / dead domain,dofollow,North Georgia Replacement Windows,https://lifequalia.com/natural-home/default.htm,0.0,0,,64.90.49.138,confirmed
losangelesworkerscompensationlawyers.com,DISAVOW,P2,Low-quality / dead domain,dofollow,North Georgia Replacement …,http://losangelesworkerscompensationlawyers.com/replacement-windows-contractors/,0.0,0,,,confirmed
maktraka.com,DISAVOW,P2,Low-quality / dead domain,dofollow,Window Replacement In Atlanta | North Georgia Replacement Windows,http://maktraka.com/mainpage/detail/security-door-handle-replacement,0.0,0,,,confirmed
matureamateur.me,DISAVOW,P2,Low-quality / dead domain,dofollow,Window Replacement In Atlanta North Georgia Replacement Windows Iron Doors Improve Efficiency Of Your Atlanta Home,http://matureamateur.me/iron-entry-doors-atlanta,0.0,0,,,confirmed
maverickmansions.com,DISAVOW,P2,Low-quality / dead domain,dofollow,https://www.ngwindows.com/blog/comparing-double-vs.triple-pane-windows-for-noise-reduction,https://maverickmansions.com/sc-049-the-inbound-estate-infrastructure-driven-real-estate-arbitrage-and-the-science-of-airport-adjacent-land-acquisition/,2,0,,195.200.9.21,confirmed
missfrugalmommy.com,DISAVOW,P2,Low-quality / dead domain,dofollow,www.ngwindows.com,https://missfrugalmommy.com/how-to-secure-your-family-home/,6,0,,160.153.44.71,confirmed
mplcom.com,DISAVOW,P2,Low-quality / dead domain,dofollow,Window Replacement in Atlanta | North Georgia Replacement Windows Window Replacement In Atlanta North Georgia Replacement Windows,http://mplcom.com/pegi/exterior-window-shutters.html,0.0,0,,,confirmed
mtnviewband.com,DISAVOW,P2,Low-quality / dead domain,dofollow,www.ngwindows.com,http://www.mtnviewband.com/index.php?page=sponsors,0.0,0,,,confirmed
naturallyhealthyparenting.com,DISAVOW,P2,Low-quality / dead domain,dofollow,NG Windows,https://naturallyhealthyparenting.com/things-to-remember-when-viewing-a-property-for-the-first-time/,2,0,,164.132.95.179,confirmed
needinstall.com,DISAVOW,P2,Borderline — manual check,dofollow,ngwindows.com,https://needinstall.com/us/georgia/atlanta/windows-doors/203890-ng-windows,7,0,,5.78.158.140,UPGRADED review→disavow
nextfounder.it,DISAVOW,P2,Low-quality / dead domain,dofollow,Finestre sostitutive della Georgia del Nord,https://nextfounder.it/3-migliori-aziende-che-sostituiscono-i-bovindi-in-georgia-per-un-rinnovamento-domestico/,0.0,0,,89.116.109.103,confirmed
nhadatthanhvinh.com,DISAVOW,P2,Low-quality / dead domain,dofollow,NGRW Louvered Center Rail Shutter Exterior window shutters Window Replacement in Atlanta North Georgia Replacement Windows. Exterior Shutters Atlanta Georgia. Home Design Ideas,http://nhadatthanhvinh.com/exterior-shutters-atlanta-georgia.html,0.0,0,,,confirmed
nutshellcanada.com,DISAVOW,P2,Low-quality / dead domain,dofollow,"Entry Door Replacement Glass picture on custom double doors for the atlanta market with Entry Door Replacement Glass, Glass Door ab96c631d50e81c5f961bcbf25e49475",http://nutshellcanada.com/Glass-Door/entry-door-replacement-glass/ab96c631d50e81c5f961bcbf25e49475,0.0,0,,,confirmed
prosgrade.com,DISAVOW,P2,Low-quality / dead domain,dofollow,https://www.ngwindows.com/,https://prosgrade.com/windows/alpharetta/ng-windows,4,0,,172.67.150.187,confirmed
rchasg.site,DISAVOW,P2,Low-quality / dead domain,dofollow,Can refer to How tall is one door?,https://rchasg.site/archives/4579,0.0,0,,220.132.97.163,confirmed
realreviews.org,DISAVOW,P2,Low-quality / dead domain,dofollow,NG Windows,https://realreviews.org/business/ng-windows-atlanta,5,0,,104.21.75.168,confirmed
robuta.com,DISAVOW,P2,Low-quality / dead domain,dofollow,Windows & Doors Alpharetta GA | NG Windows,https://robuta.com/?q=alpharetta,5,0,,162.159.140.164,confirmed
securedrate.com,DISAVOW,P2,Low-quality / dead domain,dofollow,North Georgia Replacement Windows - Official Site,http://replacement-window-cost.securedrate.com/replacement-window-cost-near-me-bremen-ga-30110.html,0.0,0,,,confirmed
secureglaze-windows.co.uk,DISAVOW,P2,Borderline — manual check,dofollow,Front door multi point lock,https://secureglaze-windows.co.uk/importance-of-multi-point-locking-system/,9,0,,65.98.19.47,UPGRADED review→disavow
sergechel.info,DISAVOW,P2,Borderline — manual check,dofollow,ngawindows.com,https://sergechel.info/list-019a805db1e6cbae49afd7a2c879828c,11,0,,104.21.31.88,UPGRADED review→disavow
smallbusinesstelephonesystemsvoip.com,DISAVOW,P2,Low-quality / dead domain,dofollow,North Georgia Replacement Windows – …,http://smallbusinesstelephonesystemsvoip.com/prices-for-replacement-windows/,0.0,0,,,confirmed
smyrnafoundation.com,DISAVOW,P2,Low-quality / dead domain,dofollow,North Georgia Replacement Windows.jpg,https://www.smyrnafoundation.com/support-the-stars,2,0,,34.149.87.45,confirmed
thecoffeemom.net,DISAVOW,P2,Low-quality / dead domain,dofollow,replacement windows,https://www.thecoffeemom.net/exterior-upgrades-to-make-to-your-home-in-preparation-for-winter/,6,0,,104.236.14.31,confirmed
thehomefixitpage.com,DISAVOW,P2,Borderline — manual check,dofollow,www.ngwindows.com/,https://www.thehomefixitpage.com/show-notes?p=24,13,0,,104.21.82.128,UPGRADED review→disavow
thekerrieshow.com,DISAVOW,P2,Low-quality / dead domain,dofollow,windows and doors,http://www.thekerrieshow.com/2022/11/5-home-upgrades-that-could-completely.html,4,0,,192.178.218.121,confirmed
themoneyguy.co.uk,DISAVOW,P2,Low-quality / dead domain,dofollow,North Georgia Replacement Windows,https://themoneyguy.co.uk/bay-windows-complete-info-perspective-buyer/,3,0,,178.33.200.187,confirmed
thesuburbansocialite.com,DISAVOW,P2,Borderline — manual check,dofollow,replacement window company,https://www.thesuburbansocialite.com/what-should-you-do-if-neighborhood-kids-damage-your-property/,13,0,,75.119.206.187,UPGRADED review→disavow
thetaleofwhatif.com,DISAVOW,P2,Low-quality / dead domain,dofollow,North Georgia Replacement Windows,https://www.thetaleofwhatif.com/single-post/3-surefire-means-of-improving-real-estate-value,0.0,0,,34.149.87.45,confirmed
usedpatiofurniture.org,DISAVOW,P2,Low-quality / dead domain,dofollow,Sunroom Designs 404 (Page Not Found) Error - Ever feel like you're in the wrong place?,http://www.usedpatiofurniture.org/tag/sunroom-designs,0.0,0,,,confirmed
vuink.com,DISAVOW,P2,Low-quality / dead domain,dofollow,The Impact of Windows on Home Design | North Georgia Replacement Windows,https://vuink.com/post/atlasos-d-dnet,4,0,,159.65.227.229,confirmed
wateratworkministry.org,DISAVOW,P2,Low-quality / dead domain,dofollow,ngwindowsnew_781435417.png,https://www.wateratworkministry.org/become-a-sponsor,4,0,,34.149.87.45,confirmed
wealthinsidermag.com,DISAVOW,P2,Low-quality / dead domain,dofollow,North Georgia Replacement Windows,https://wealthinsidermag.com/7-tips-to-boost-your-air-conditioner-this-summer/,5,0,,45.56.65.145,confirmed
wecaksu.com,DISAVOW,P2,Low-quality / dead domain,dofollow,"WebNorth Georgia Replacement Windows offers a variety of custom and decorative door options. Whether you are looking to replace your main entry door, French, or back patio … North ",https://wstn.wecaksu.com/north-georgia-windows-showroom/39451071,0.0,0,,188.114.96.2,confirmed
windowdigest.com,DISAVOW,P2,Legitimate / high-authority — keep,dofollow,https://www.ngwindows.com/blog/which-exterior-window-frame-color-will-enhance-my-home-most,https://windowdigest.com/exterior-window-frame-colour-ideas/,4,0,,172.67.213.66,UPGRADED review→disavow
windowgrade.com,DISAVOW,P2,Low-quality / dead domain,dofollow,https://www.ngwindows.com/,https://windowgrade.com/atlanta/ng-windows,0.0,0,,52.162.107.14,confirmed
youaskedme.com,DISAVOW,P2,Low-quality / dead domain,dofollow,https://www.ngwindows.com/blog/commonwindowscams,https://youaskedme.com/home-improvement/window-replacement-wisdom-how-spot-best-companies/,2,0,,63.250.43.146,confirmed
18tokyo.us,REVIEW,Review,Low-quality / dead domain,,,,0.0,0,,,DOWNGRADED disavow→review (no spam signal)
1builder.us,REVIEW,Review,Low-quality / dead domain,nofollow,https://www.ngwindows.com/blog/tips-for-choosing-replacement-windows-for-a-historic-home,https://1builder.us/uncategorized/whats-the-best-window-brand-for-a-historic-home-renovation/,2,0,,104.21.49.205,"nofollow, no footprint — moved out of disavow"
5minuteguide.net,REVIEW,Review,Low-quality / dead domain,nofollow,Vinyl Windows Atlanta,http://5minuteguide.net/tutorials/how-to-enable-popup-blocker-in-firefox/,0.0,0,,23.229.209.5,"nofollow, no footprint — moved out of disavow"
a-dinteriors.com,REVIEW,Review,Low-quality / dead domain,dofollow,.,http://a-dinteriors.com/fiberglass-windows.html,0.0,0,,,DOWNGRADED disavow→review (no spam signal)
aarlreviews.com,REVIEW,Review,Borderline — manual check,dofollow,Replacement Windows,http://www.aarlreviews.com/2023/01/money-saving-tips-for-every-homeowner.html,15,0,,104.21.70.159,confirmed
abworo.pics,REVIEW,Review,Low-quality / dead domain,,,,0.0,0,,188.114.97.2,DOWNGRADED disavow→review (no spam signal)
