domain,decision,priority,confidence,category,why,anchor_type,example_anchor,backlink_url,follow,bl_count,dofollow_n,nofollow_n,link_checked,dr,ascore,authority,traffic,positions,is_spam,links,ip,country,tier_reason,evidence,qa_note
bktgeorgia.com,REVIEW,Review (manual),REVIEW,Unclear,Borderline — manual check,,Ngwindows.com,https://www.bktgeorgia.com/vendor-directory,dofollow,1,1,0,yes,0.0,16,16,0,0,,1,34.213.0.242,us,,authority=16; borderline,
brightside-arabic.com,REVIEW,Review (manual),REVIEW,Unclear,Borderline — manual check,,الستائر,https://brightside-arabic.com/inspiration-tips-and-tricks/8-nsaih-falt-tsadk-ala-mkafht-mwjat-al-hr-fy-as-syf-9583/,nofollow,1,0,1,yes,0.0,21,21,0,0,,1,148.113.199.75,ca,,authority=21; borderline,
buckeyestateroofing.com,REVIEW,Review (manual),REVIEW,Unclear,Borderline — manual check,,Knowing when to reseal your windows,https://buckeyestateroofing.com/blog/how-to-reseal-windows/,dofollow,1,1,0,yes,0.0,15,15,0,0,,1,104.19.154.92,,,authority=15; borderline,
buildermuse.com,REVIEW,Review (manual),REVIEW,Unclear,Borderline — manual check,,language Website,https://buildermuse.com/suppliers/doors-windows/,dofollow,2,1,1,yes,0.0,19,19,0,0,,2,63.176.8.218,de,,authority=19; borderline,
bulkdataprovider.com,REVIEW,Review (manual),REVIEW,Unclear,Borderline — manual check,,www.ngwindows.com,https://bulkdataprovider.com/industry/company/north-georgia-replacement-windows-inc,dofollow,1,1,0,yes,0.0,9,9,0,0,,1,172.67.156.181,,,authority=9; borderline,
cambridgetheatre.org,REVIEW,Review (manual),REVIEW,Unclear,Borderline — manual check,,ngwindows.com,https://www.cambridgetheatre.org/bizsupporters,dofollow,1,1,0,yes,0.0,15,15,0,0,,1,198.185.159.145,us,,authority=15; borderline,
cdakids.org,REVIEW,Review (manual),REVIEW,Unclear,Borderline — manual check,,,https://cdakids.org/about-the-cda/cda-partners/,dofollow,1,1,0,yes,0.0,20,20,0,0,,1,143.244.144.216,us,,authority=20; borderline,
cleverdude.com,REVIEW,Review (manual),REVIEW,Unclear,Borderline — manual check,,"Rotting wood feels soft, spongy, or crumbly",https://www.cleverdude.com/content/the-drafty-window-sign-that-means-you-have-hidden-rot/,dofollow,1,1,0,yes,0.0,16,16,0,0,,1,192.124.249.70,us,,authority=16; borderline,
clientsbee.com,REVIEW,Review (manual),REVIEW,Unclear,Borderline — manual check,,Visit,https://clientsbee.com/website/ngwindows.com/,dofollow,1,1,0,yes,0.0,11,11,0,0,,1,110.227.219.221,in,,authority=11; borderline,
crystalclearfl.com,REVIEW,Review (manual),REVIEW,Unclear,Borderline — manual check,,compare the best bids before hiring the right expert,https://crystalclearfl.com/blog/how-hire-window-replacement-contractor/,dofollow,1,1,0,yes,0.0,9,9,0,0,,1,34.174.168.65,us,,authority=9; borderline,
csswinner.com,REVIEW,Review (manual),REVIEW,Unclear,Borderline — manual check,empty/image,,https://www.csswinner.com/category/Marketing/29/page/7,nofollow,62,0,62,yes,0.0,29,29,0,0,,62,128.199.173.17,sg,,authority=29; borderline,MANUAL: Design-award directory — low value but not toxic; optional.
cultivatehd.com,REVIEW,Review (manual),REVIEW,Unclear,Borderline — manual check,,window screen inspection guidance,https://cultivatehd.com/can-you-reuse-screen-spline/,dofollow,1,1,0,yes,0.0,14,14,0,0,,1,192.30.132.114,us,,authority=14; borderline,
dailyhomesafety.com,REVIEW,Review (manual),REVIEW,Unclear,Borderline — manual check,other/generic,source,https://dailyhomesafety.com/how-to-measure-for-new-door-knob-and-handle/,dofollow,1,1,0,yes,0.0,15,15,0,0,,1,15.204.105.183,us,,authority=15; borderline,
derchidoor.com,REVIEW,Review (manual),REVIEW,Unclear,Borderline — manual check,,বায়ুৰ লিকেজ হ্ৰাস কৰে ।,https://www.derchidoor.com/as/blogs/essential-features-casement-replacement-windows-homeowners,nofollow,143,0,143,yes,0.0,23,23,0,0,,143,18.154.227.29,us,,authority=23; borderline,"MANUAL: Door-related, 143 links = probable sitewide/widget link — verify placement."
dynamix.site,REVIEW,Review (manual),REVIEW,Unclear,Borderline — manual check,branded/URL,logo,https://dynamix.site/industries/franchise-websites,dofollow,3,3,0,yes,0.0,23,23,0,0,,3,172.67.71.243,,,authority=23; borderline,
elevatedmagazines.com,REVIEW,Review (manual),REVIEW,Unclear,Borderline — manual check,branded/URL,North Georgia Replacement Windows,https://www.elevatedmagazines.com/single-post/3-surefire-means-of-improving-real-estate-value,dofollow,1,1,0,yes,0.0,27,27,0,0,,1,34.160.37.117,us,,authority=27; borderline,
everythingwithatwist.com,REVIEW,Review (manual),REVIEW,Unclear,Borderline — manual check,,Replacement Windows,https://everythingwithatwist.com/2023/01/08/curb-appeal-5-home-exterior-ideas-to-make-more-attractive/,dofollow,1,1,0,yes,0.0,14,14,0,0,,1,35.212.72.114,us,,authority=14; borderline,
excellentcontractor.com,REVIEW,Review (manual),REVIEW,Unclear,Borderline — manual check,,North Georgia Replacement,https://www.excellentcontractor.com/35076/north-georgia-replacement,nofollow,3,0,3,yes,0.0,15,15,0,0,,3,145.223.126.72,us,,authority=15; borderline,
facturmfg.com,REVIEW,Review (manual),REVIEW,Unclear,Borderline — manual check,,Visit Website,https://data.facturmfg.com/company/north-georgia-replacement-windows-659db3b4de60709c1bb3e1dc,dofollow,2,2,0,yes,0.0,24,24,0,0,,2,108.138.64.41,us,,authority=24; borderline,
fairviewwindows.co.uk,REVIEW,Review (manual),REVIEW,Unclear,Borderline — manual check,other/generic,https://www.ngwindows.com/holiday-front-door-decor-ideas,https://fairviewwindows.co.uk/latest-trends/choosing-the-right-door-and-window-styles-for-a-festive-home-makeover/,dofollow,1,1,0,yes,0.0,18,18,0,0,,1,195.200.10.150,gb,,authority=18; borderline,"MANUAL: Window company peer/competitor — genuine, keep."
fallatlantahomeshow.com,REVIEW,Review (manual),REVIEW,Unclear,Borderline — manual check,,Visit Website,https://www.fallatlantahomeshow.com/exhibitor-list/exhibitors/detail/ng-windows/7A602B0F-A9A0-6E0A-BE1E-FF0000415D3A,dofollow,14,14,0,yes,0.0,20,20,0,0,,14,150.171.109.73,us,,authority=20; borderline,MANUAL: Local home-show event site — genuine citation.
farmhouse40.com,REVIEW,Review (manual),REVIEW,Unclear,Borderline — manual check,,North Georgia Replacement Windows,https://www.farmhouse40.com/5-home-improvement-ideas-you-must-try-this-summer/,dofollow,1,1,0,yes,0.0,15,15,0,0,,1,34.160.17.71,us,,authority=15; borderline,
georgiarush.com,REVIEW,Review (manual),REVIEW,Unclear,Borderline — manual check,,,https://www.georgiarush.com/Default.aspx?portalid=1210&tabid=188467,dofollow,4,4,0,yes,0.0,13,13,0,0,,4,104.17.197.145,,,authority=13; borderline,
gnpmilton.com,REVIEW,Review (manual),REVIEW,Unclear,Borderline — manual check,,https://www.ngwindows.com/,https://gnpmilton.com/c/podcasts/b/ep-37-north-georgia-replacement-windows-with-ted-kirk,dofollow,2,2,0,yes,0.0,11,11,0,0,,2,34.68.234.4,us,,authority=11; borderline,
goclward.com,REVIEW,Review (manual),REVIEW,Unclear,Borderline — manual check,,12,https://www.goclward.com/blog-best-window-material-michigan/,dofollow,1,1,0,yes,0.0,24,24,0,0,,1,34.74.187.144,us,,authority=24; borderline,
gridinsoft.ua,REVIEW,Review (manual),REVIEW,Unclear,Borderline — manual check,,Відвідати Ngwindows.com,https://gridinsoft.ua/online-virus-scanner/url/ngwindows-com,nofollow,1,0,1,yes,0.0,12,12,0,0,,1,104.21.50.161,,,authority=12; borderline,
herculescustomiron.com,REVIEW,Review (manual),REVIEW,Unclear,Borderline — manual check,,1,https://www.herculescustomiron.com/decorative-wrought-iron-door/,dofollow,1,1,0,yes,0.0,18,18,0,0,,1,104.21.24.195,,,authority=18; borderline,
homepro-inspection.com,REVIEW,Review (manual),REVIEW,Unclear,Borderline — manual check,,maintenance,https://www.homepro-inspection.com/blog/2023/7/10/window-screen-maintenance-tips,dofollow,1,1,0,yes,0.0,13,13,0,0,,1,198.49.23.144,us,,authority=13; borderline,
idyllicpursuit.com,REVIEW,Review (manual),REVIEW,Unclear,Borderline — manual check,,North Georgia Replacement Windows,https://www.idyllicpursuit.com/natural-home/,dofollow,1,1,0,yes,0.0,19,19,0,0,,1,69.163.172.251,us,,authority=19; borderline,
illatopositivo.club,REVIEW,Review (manual),REVIEW,Unclear,Borderline — manual check,,tende,https://illatopositivo.club/articles/8-consigli-su-come-combattere-il-caldo-estivo-8678/,nofollow,1,0,1,yes,0.0,8,8,0,0,,1,148.113.199.76,ca,,authority=8; borderline,
intently.co,REVIEW,Review (manual),REVIEW,Unclear,Borderline — manual check,other/generic,Patio Doors | NG Windows,https://intently.co/suppliers/Germany/Nuremberg/Patio+Door+Installation,nofollow,3,0,3,yes,0.0,19,19,0,0,,3,67.227.198.170,us,,authority=19; borderline,
jeffslist.com,REVIEW,Review (manual),REVIEW,Unclear,Borderline — manual check,,View Website,https://jeffslist.com/dealer/north-georgia-replacement-windows/,dofollow,1,1,0,yes,0.0,10,10,0,0,,1,199.16.173.214,us,,authority=10; borderline,
koalatyremodel.com,REVIEW,Review (manual),REVIEW,Unclear,Borderline — manual check,,North Georgia Replacement Windows,https://koalatyremodel.com/locations/ga/atlanta/windows/,dofollow,5,5,0,yes,0.0,12,12,0,0,,5,34.160.17.71,us,,authority=12; borderline,
legendarycorp.com,REVIEW,Review (manual),REVIEW,Unclear,Borderline — manual check,,interior design tips,https://www.legendarycorp.com/posts/historical-beginnings-of-home-windows,nofollow,1,0,1,yes,0.0,15,15,0,0,,1,216.150.1.1,us,,authority=15; borderline,
lifewithheidi.com,REVIEW,Review (manual),REVIEW,Unclear,Borderline — manual check,,insulating benefits,https://www.lifewithheidi.com/6-ways-to-keep-cool-and-comfortable-in-the-baking-heat/,dofollow,1,1,0,yes,0.0,24,24,0,0,,1,162.248.188.100,us,,authority=24; borderline,
localrepairsnow.com,REVIEW,Review (manual),REVIEW,Unclear,Borderline — manual check,,Website,https://localrepairsnow.com/places/north-georgia-replacement-windows/,nofollow,1,0,1,yes,0.0,13,13,0,0,,1,172.67.219.209,,,authority=13; borderline,
lombardohomegroup.com,REVIEW,Review (manual),REVIEW,Unclear,Borderline — manual check,,energy-efficient,https://lombardohomegroup.com/blog/improve-your-initial-offers-by-making-these-changes-when-selling-your-home,dofollow,1,1,0,yes,0.0,8,8,0,0,,1,104.21.18.198,,,authority=8; borderline,
longislandwindowsandsiding.com,REVIEW,Review (manual),REVIEW,Unclear,Borderline — manual check,,North Georgia Replacement Windows,https://longislandwindowsandsiding.com/soundproofing-solutions-the-best-windows-to-block-long-island-traffic-noise/,dofollow,1,1,0,yes,0.0,19,19,0,0,,1,35.227.194.51,us,,authority=19; borderline,MANUAL: Window/siding company — genuine peer.
mcglobalconstruction.com,REVIEW,Review (manual),REVIEW,Unclear,Borderline — manual check,,frame rot,https://www.mcglobalconstruction.com/windows/how-long-does-it-take-to-install-windows/,dofollow,1,1,0,yes,0.0,8,8,0,0,,1,35.212.81.132,us,,authority=8; borderline,
megforit.com,REVIEW,Review (manual),REVIEW,Unclear,Borderline — manual check,,ngwindows.com,https://www.megforit.com/design-tricks-to-allow-more-natural-light-into-your-home/,dofollow,1,1,0,yes,0.0,17,17,0,0,,1,34.174.21.213,us,,authority=17; borderline,
midtownhi.com,REVIEW,Review (manual),REVIEW,Unclear,Borderline — manual check,,NG Windows,https://midtownhi.com/about-us/news/triple-pane-window-benefits/,dofollow,1,1,0,yes,0.0,27,27,0,0,,1,69.46.46.73,us,,authority=27; borderline,
mybeautifuladventures.com,REVIEW,Review (manual),REVIEW,Unclear,Borderline — manual check,,www.ngwindows.com,https://mybeautifuladventures.com/2022/12/27/do-not-make-these-renovation-mistakes-when-building-a-dream-kitchen/,dofollow,1,1,0,yes,0.0,20,20,0,0,,1,151.101.66.159,us,,authority=20; borderline,
nashvillefallhomeshow.com,REVIEW,Review (manual),REVIEW,Unclear,Borderline — manual check,,Visit Website,https://www.nashvillefallhomeshow.com/exhibitor-list/exhibitors/detail/ng-windows/FC682B0F-A9A0-6E0A-BE1E-FF0000415D3A,dofollow,9,9,0,yes,0.0,21,21,0,0,,9,150.171.109.245,us,,authority=21; borderline,MANUAL: Local home-show event site — genuine citation.
neededinthehome.com,REVIEW,Review (manual),REVIEW,Unclear,Borderline — manual check,,North Georgia Replacement Windows,https://neededinthehome.com/3-helpful-ways-to-keep-your-house-cool-this-summer/,dofollow,1,1,0,yes,0.0,15,15,0,0,,1,198.72.127.74,ca,,authority=15; borderline,
needinstall.com,REVIEW,Review (manual),REVIEW,Unclear,Borderline — manual check,,ngwindows.com,https://needinstall.com/us/georgia/atlanta/windows-doors/203890-ng-windows,dofollow,1,1,0,yes,0.0,7,7,0,0,,1,5.78.158.140,us,,authority=7; borderline,
northatlantastar.com,REVIEW,Review (manual),REVIEW,Unclear,Borderline — manual check,,Website,https://northatlantastar.com/window-replacement-companies-johns-creek-alpharetta/,dofollow,2,1,1,yes,0.0,14,14,0,0,,2,172.67.140.253,,,authority=14; borderline,
nowiveseeneverything.club,REVIEW,Review (manual),REVIEW,Unclear,Borderline — manual check,,curtains,https://nowiveseeneverything.club/articles/9-unorthodox-ways-you-can-keep-yourself-cool-during-the-summer-9479/,nofollow,1,0,1,yes,0.0,17,17,0,0,,1,213.196.36.228,nl,,authority=17; borderline,
olivare.com.ar,REVIEW,Review (manual),REVIEW,Unclear,Borderline — manual check,,OUR TELEGRAM CHANEL https://t.me/s/quarterlinks25,https://www.olivare.com.ar/index.php/2025/07/01/quarterlinks-dofollow-article-links-just-for-25-4777/,nofollow,1,0,1,yes,0.0,16,16,0,0,,1,104.21.40.229,,,authority=16; borderline,
olumlubak.club,REVIEW,Review (manual),REVIEW,Unclear,Borderline — manual check,,perdeleri ya da panjurları,https://olumlubak.club/ilham-ipuclari-ve-taktikler/sicak-hava-dalgalariyla-nasil-mucadele-edeceginize-dair-8-ipucu-2514515/,nofollow,1,0,1,yes,0.0,13,13,0,0,,1,213.196.36.236,nl,,authority=13; borderline,
openingtimes.co,REVIEW,Review (manual),REVIEW,Unclear,Borderline — manual check,,North Georgia Replacement Windows home improvement,https://openingtimes.co/north-georgia-replacement-windows-roswell-ga,nofollow,2,0,2,yes,0.0,13,13,0,0,,2,194.26.222.202,gb,,authority=13; borderline,
power100.io,REVIEW,Review (manual),REVIEW,Unclear,Borderline — manual check,,North Georgia Replacement Windows,https://power100.io/power100-names-46-50-best-home-improvement-ceos-in-the-nation-for-2026/,dofollow,2,2,0,yes,0.0,16,16,0,0,,2,104.21.29.38,,,authority=16; borderline,
professionalwindowcleaning.com,REVIEW,Review (manual),REVIEW,Unclear,Borderline — manual check,,the effectiveness of natural cleaners at NGWindows.com,https://www.professionalwindowcleaning.com/post/how-to-clean-windows-with-vinegar,dofollow,1,1,0,yes,0.0,28,28,0,0,,1,198.202.211.1,us,,authority=28; borderline,
reputablebusinesses.com,REVIEW,Review (manual),REVIEW,Unclear,Borderline — manual check,,North Georgia Replacement Windows,https://www.reputablebusinesses.com/230422/north-georgia-replacement-windows,nofollow,3,0,3,yes,0.0,15,15,0,0,,3,145.223.126.72,us,,authority=15; borderline,
residencetalk.com,REVIEW,Review (manual),REVIEW,Unclear,Borderline — manual check,,replacing windows in your home,https://residencetalk.com/3-things-to-consider-when-replacing-windows-in-your-home/,nofollow,1,0,1,yes,0.0,15,15,0,0,,1,104.21.36.32,,,authority=15; borderline,
rhynepark.org,REVIEW,Review (manual),REVIEW,Unclear,Borderline — manual check,,,https://www.rhynepark.org/,dofollow,1,1,0,yes,0.0,9,9,0,0,,1,104.17.201.145,,,authority=9; borderline,
roswellartfestival.com,REVIEW,Review (manual),REVIEW,Unclear,Borderline — manual check,,https://www.ngwindows.com,http://www.roswellartfestival.com/general-info-2/,dofollow,2,2,0,yes,0.0,19,19,0,0,,4,173.201.184.150,us,,authority=19; borderline,MANUAL: Local Roswell GA event — genuine citation.
secureglaze-windows.co.uk,REVIEW,Review (manual),REVIEW,Unclear,Borderline — manual check,other/generic,Front door multi point lock,https://secureglaze-windows.co.uk/importance-of-multi-point-locking-system/,dofollow,2,2,0,yes,0.0,9,9,0,0,,2,65.98.19.47,us,,authority=9; borderline,"MANUAL: Window company peer — genuine, keep."
sergechel.info,REVIEW,Review (manual),REVIEW,Unclear,Borderline — manual check,,ngawindows.com,https://sergechel.info/list-019a805db1e6cbae49afd7a2c879828c,dofollow,21,21,0,yes,0.0,11,11,0,0,,21,104.21.31.88,,,authority=11; borderline,
shabbychicboho.com,REVIEW,Review (manual),REVIEW,Unclear,Borderline — manual check,,fiberglass windows,https://shabbychicboho.com/top-reasons-to-upgrade-your-windows/,dofollow,1,1,0,yes,0.0,19,19,0,0,,1,172.67.192.115,,,authority=19; borderline,
showmehydroclean.com,REVIEW,Review (manual),REVIEW,Unclear,Borderline — manual check,,biodegradable cleaning solutions,https://showmehydroclean.com/window-washing-service-early-this-year/,dofollow,1,1,0,yes,0.0,9,9,0,0,,1,149.28.107.249,us,,authority=9; borderline,
sisgroup.lk,REVIEW,Review (manual),REVIEW,Unclear,Borderline — manual check,,OUR TELEGRAM CHANEL https://t.me/s/quarterlinks25,https://sisgroup.lk/quarterlinks-dofollow-article-links-just-for-25-4777/,nofollow,1,0,1,yes,0.0,9,9,0,0,,1,194.233.75.17,sg,,authority=9; borderline,
skyfiveproperties.com,REVIEW,Review (manual),REVIEW,Unclear,Borderline — manual check,,replacement windows,https://www.skyfiveproperties.com/blog/big-considerations-investing-second-property,dofollow,1,1,0,yes,0.0,21,21,0,0,,1,141.193.213.10,us,,authority=21; borderline,
smb.co,REVIEW,Review (manual),REVIEW,Unclear,Borderline — manual check,,ngwindows.com/?utm_source=GMBlisting&utm_medium=organic,https://smb.co/search?q=Martin-Georgia,dofollow,1,1,0,yes,0.0,27,27,0,0,,1,172.67.69.39,,,authority=27; borderline,
southfwb.com,REVIEW,Review (manual),REVIEW,Unclear,Borderline — manual check,,High Quality Dofollow Backlinks DA 50 PA 40 Premium PBN Network Service ngwindows.com Rank First Page Google Fast SEO Link Building Buy Backlinks Online Cheap,https://southfwb.com/all/2066/26.html,dofollow,2,2,0,yes,0.0,12,12,0,0,,2,172.67.165.246,,,authority=12; borderline,
thebuildermarket.com,REVIEW,Review (manual),REVIEW,Unclear,Borderline — manual check,other/generic,Website,https://thebuildermarket.com/us/ga/east-point/windows/,nofollow,8,0,8,yes,0.0,22,22,0,0,,8,172.67.75.244,,,authority=22; borderline,
thecodex.wiki,REVIEW,Review (manual),REVIEW,Unclear,Borderline — manual check,,The standard thickness of a door is 1 3/8 inches or 3.4925 centimeters,https://thecodex.wiki/Reference_for_Common_Feats,nofollow,1,0,1,yes,0.0,22,22,0,0,,1,174.138.37.165,us,,authority=22; borderline,
thededicatedhouse.com,REVIEW,Review (manual),REVIEW,Unclear,Borderline — manual check,branded/URL,North Georgia Replacement Windows,https://thededicatedhouse.com/3-best-home-improvement-ideas/,dofollow,1,1,0,yes,0.0,20,20,0,0,,1,172.67.156.71,,,authority=20; borderline,
thehomefixitpage.com,REVIEW,Review (manual),REVIEW,Unclear,Borderline — manual check,,www.ngwindows.com/,https://www.thehomefixitpage.com/show-notes?p=24,dofollow,6,6,0,yes,0.0,13,13,0,0,,6,104.21.82.128,,,authority=13; borderline,
thesocialhouseja.com,REVIEW,Review (manual),REVIEW,Unclear,Borderline — manual check,,JOIN OUR TELEGRAM https://t.me/s/darksidelinks,https://shop.thesocialhouseja.com/dark-side-links-dark-white-hat-link-building-1250/,nofollow,1,0,1,yes,0.0,7,7,0,0,,1,72.167.69.37,us,,authority=7; borderline,
thesuburbansocialite.com,REVIEW,Review (manual),REVIEW,Unclear,Borderline — manual check,,replacement window company,https://www.thesuburbansocialite.com/what-should-you-do-if-neighborhood-kids-damage-your-property/,dofollow,1,1,0,yes,0.0,13,13,0,0,,1,75.119.206.187,us,,authority=13; borderline,
thesweetestlittlelife.com,REVIEW,Review (manual),REVIEW,Unclear,Borderline — manual check,,window installation service,https://thesweetestlittlelife.com/2022/11/08/4-reasons-why-your-home-needs-more-natural-light/,dofollow,1,1,0,yes,0.0,20,20,0,0,,1,192.0.78.243,us,,authority=20; borderline,
towncontractors.com,REVIEW,Review (manual),REVIEW,Unclear,Borderline — manual check,,http://www.ngwindows.com/,https://www.towncontractors.com/north-georgia-replacement-windows-inc-roswell-30076-door-installers,nofollow,1,0,1,yes,0.0,10,10,0,0,,1,104.21.87.210,,,authority=10; borderline,
unitedkingdominbusiness.co.uk,REVIEW,Review (manual),REVIEW,Unclear,Borderline — manual check,other/generic,http://www.ngwindows.com,https://www.unitedkingdominbusiness.co.uk/Company/185704/Plastic-Cybi-Plastics-Paint-Tools/0-LL606H-Gaerwen-01248422012,nofollow,1,0,1,yes,0.0,19,19,0,0,,1,172.67.163.151,,,authority=19; borderline,
wackyworld.org,REVIEW,Review (manual),REVIEW,Unclear,Borderline — manual check,,,https://www.wackyworld.org/sponsors,dofollow,1,1,0,yes,0.0,10,10,0,0,,1,198.185.159.145,us,,authority=10; borderline,
weaverexterior.ca,REVIEW,Review (manual),REVIEW,Unclear,Borderline — manual check,,custom window colour to complement the rest of the home,https://weaverexterior.ca/windows-project-innisfil-custom-colour/,dofollow,1,1,0,yes,0.0,19,19,0,0,,1,172.67.146.82,,,authority=19; borderline,
windorpro.co.za,REVIEW,Review (manual),REVIEW,Unclear,Borderline — manual check,,this guide,https://www.windorpro.co.za/wood-to-aluminium-window-conversion/,dofollow,2,2,0,yes,0.0,9,9,0,0,,2,169.255.59.76,za,,authority=9; borderline,"MANUAL: Window/door company — genuine, keep."
choiceviewwindows.com,REVIEW,Review (manual),REVIEW,Window-company microsite cluster (verify OWNERSHIP),Possibly YOUR OWN microsite — verify before disavow,,,http://choiceviewwindows.com/,dofollow,3,3,0,yes,0.0,2,2,0,0,,3,3.33.152.147,us,,"near-identical window-brand domain on a shared AWS IP with other window microsites | auth=2, dead — likely the client’s own microsite/typo-domain or a self-built PBN",OWNERSHIP CHECK: confirm whether you own this. Do NOT disavow your own sites — redirect/consolidate instead. Disavow only if it is a third-party PBN.
e2windows.com,REVIEW,Review (manual),REVIEW,Window-company microsite cluster (verify OWNERSHIP),Possibly YOUR OWN microsite — verify before disavow,,,http://e2windows.com/,dofollow,3,3,0,yes,0.0,2,2,0,0,,3,15.197.142.173,us,,"near-identical window-brand domain on a shared AWS IP with other window microsites | auth=2, dead — likely the client’s own microsite/typo-domain or a self-built PBN",OWNERSHIP CHECK: confirm whether you own this. Do NOT disavow your own sites — redirect/consolidate instead. Disavow only if it is a third-party PBN.
ngawindows.com,REVIEW,Review (manual),REVIEW,Window-company microsite cluster (verify OWNERSHIP),Possibly YOUR OWN microsite — verify before disavow,,,http://ngawindows.com/,dofollow,4,4,0,yes,0.0,2,2,0,0,,4,15.197.225.128,us,,"near-identical window-brand domain on a shared AWS IP with other window microsites | auth=2, dead — likely the client’s own microsite/typo-domain or a self-built PBN",PASSED but carries a toxic signal — reconsider for disavow ; OWNERSHIP CHECK: confirm whether you own this. Do NOT disavow your own sites — redirect/consolidate instead. Disavow only if it is a third-party PBN.
ngwindow.com,REVIEW,Review (manual),REVIEW,Window-company microsite cluster (verify OWNERSHIP),Possibly YOUR OWN microsite — verify before disavow,,,http://ngwindow.com/,dofollow,2,2,0,yes,0.0,2,2,0,0,,2,15.197.142.173,us,,"near-identical window-brand domain on a shared AWS IP with other window microsites | auth=2, dead — likely the client’s own microsite/typo-domain or a self-built PBN",OWNERSHIP CHECK: confirm whether you own this. Do NOT disavow your own sites — redirect/consolidate instead. Disavow only if it is a third-party PBN.
northgawindows.com,REVIEW,Review (manual),REVIEW,Window-company microsite cluster (verify OWNERSHIP),Possibly YOUR OWN microsite — verify before disavow,,,http://northgawindows.com/,dofollow,2,2,0,yes,0.0,2,2,0,0,,2,3.33.152.147,us,,"near-identical window-brand domain on a shared AWS IP with other window microsites | auth=2, dead — likely the client’s own microsite/typo-domain or a self-built PBN",OWNERSHIP CHECK: confirm whether you own this. Do NOT disavow your own sites — redirect/consolidate instead. Disavow only if it is a third-party PBN.
northgeorgiawindow.com,REVIEW,Review (manual),REVIEW,Window-company microsite cluster (verify OWNERSHIP),Possibly YOUR OWN microsite — verify before disavow,,,http://northgeorgiawindow.com/,dofollow,3,3,0,yes,0.0,2,2,0,0,,3,3.33.152.147,us,,"near-identical window-brand domain on a shared AWS IP with other window microsites | auth=2, dead — likely the client’s own microsite/typo-domain or a self-built PBN",OWNERSHIP CHECK: confirm whether you own this. Do NOT disavow your own sites — redirect/consolidate instead. Disavow only if it is a third-party PBN.
northgeorgiawindows.net,REVIEW,Review (manual),REVIEW,Window-company microsite cluster (verify OWNERSHIP),Possibly YOUR OWN microsite — verify before disavow,,,http://northgeorgiawindows.net/,dofollow,6,6,0,yes,0.0,2,2,0,0,,6,15.197.225.128,us,,"near-identical window-brand domain on a shared AWS IP with other window microsites | auth=2, dead — likely the client’s own microsite/typo-domain or a self-built PBN",PASSED but carries a toxic signal — reconsider for disavow ; OWNERSHIP CHECK: confirm whether you own this. Do NOT disavow your own sites — redirect/consolidate instead. Disavow only if it is a third-party PBN.
northpointwindows.com,REVIEW,Review (manual),REVIEW,Window-company microsite cluster (verify OWNERSHIP),Possibly YOUR OWN microsite — verify before disavow,,,http://northpointwindows.com/,dofollow,6,6,0,yes,0.0,2,2,0,0,,6,3.33.251.168,us,,"near-identical window-brand domain on a shared AWS IP with other window microsites | auth=2, dead — likely the client’s own microsite/typo-domain or a self-built PBN",OWNERSHIP CHECK: confirm whether you own this. Do NOT disavow your own sites — redirect/consolidate instead. Disavow only if it is a third-party PBN.
performingwindows.com,REVIEW,Review (manual),REVIEW,Window-company microsite cluster (verify OWNERSHIP),Possibly YOUR OWN microsite — verify before disavow,,,http://performingwindows.com/,dofollow,5,5,0,yes,0.0,2,2,0,0,,5,3.33.251.168,us,,"near-identical window-brand domain on a shared AWS IP with other window microsites | auth=2, dead — likely the client’s own microsite/typo-domain or a self-built PBN",OWNERSHIP CHECK: confirm whether you own this. Do NOT disavow your own sites — redirect/consolidate instead. Disavow only if it is a third-party PBN.
qualitypluswindows.com,REVIEW,Review (manual),REVIEW,Window-company microsite cluster (verify OWNERSHIP),Possibly YOUR OWN microsite — verify before disavow,,,http://qualitypluswindows.com/,dofollow,5,5,0,yes,0.0,2,2,0,0,,5,3.33.251.168,us,,"near-identical window-brand domain on a shared AWS IP with other window microsites | auth=2, dead — likely the client’s own microsite/typo-domain or a self-built PBN",OWNERSHIP CHECK: confirm whether you own this. Do NOT disavow your own sites — redirect/consolidate instead. Disavow only if it is a third-party PBN.
roiwindows.com,REVIEW,Review (manual),REVIEW,Window-company microsite cluster (verify OWNERSHIP),Possibly YOUR OWN microsite — verify before disavow,,,http://roiwindows.com/,dofollow,6,6,0,yes,0.0,2,2,0,0,,6,15.197.225.128,us,,"near-identical window-brand domain on a shared AWS IP with other window microsites | auth=2, dead — likely the client’s own microsite/typo-domain or a self-built PBN",PASSED but carries a toxic signal — reconsider for disavow ; OWNERSHIP CHECK: confirm whether you own this. Do NOT disavow your own sites — redirect/consolidate instead. Disavow only if it is a third-party PBN.
thermalastwindows.com,REVIEW,Review (manual),REVIEW,Window-company microsite cluster (verify OWNERSHIP),Possibly YOUR OWN microsite — verify before disavow,,,http://thermalastwindows.com/,dofollow,3,3,0,yes,0.0,2,2,0,0,,3,3.33.152.147,us,,"near-identical window-brand domain on a shared AWS IP with other window microsites | auth=2, dead — likely the client’s own microsite/typo-domain or a self-built PBN",OWNERSHIP CHECK: confirm whether you own this. Do NOT disavow your own sites — redirect/consolidate instead. Disavow only if it is a third-party PBN.
