Referring Domain,Old Flag,Verdict,Backlinks (stated),Links Pulled,Follow,Nofollow,Unique Anchors,Top Anchor,Anchor Profile,Target Profile,Redirect Hosts,Affiliate Account IDs,Programme Banner IDs,Sponsor Path,Filler Anchors,Dead/Unreachable,Median Outlinks,Reason
steadythroughchange.com,No Link-Level Sample - Unverified,KEEP_AFFILIATE_RETAIN,3,3,3,0,1,,empty=3,product=3,,5f1e14c2db517,a2ad38c1,,0,0,0,Target URLs carry affiliate account 5f1e14c2db517 — a tracked partner in the client's own programme; that account operates 3 of these domains.
storedetect.com,No Link-Level Sample - Unverified,KEEP_AFFILIATE_RETAIN,34,50,50,0,1,All Products | Performance Lab®,branded=50,product=50,nutropic.com,,,,0,0,24,"Descriptive or branded anchors pointing at deep articles and product pages, on a page with a normal outbound-link count — editorial citation shape."
streamseo.com,No Link-Level Sample - Unverified,REVIEW_MANUALLY,2,2,2,0,2,Join Performance Lab’s Affiliate Program,branded=2,other=2,,,,,0,0,29,"No single footprint dominates: anchors {'branded': 2}, targets {'other': 2}, 2 follow / 0 nofollow."
summercenter.store,No Link-Level Sample - Unverified,DISAVOW,3,3,0,3,3,£44 at performancelab.com,branded=3,product=3,,,,,0,0,34,"Verbatim clone of a UK publisher commerce table, replicated across 8 throwaway domains (nailsupps fingerprint)."
summersworl.online,"Spam-Associated TLD, Near-Zero Authority",DISAVOW,3,3,0,3,3,"UK Approved(Esquire,Red,HB,GH,Country Living,Prima) Nutrigenesis Multi for Women (4 month supply)",branded=3,product=3,,,,,0,0,34,"Verbatim clone of a UK publisher commerce table, replicated across 8 throwaway domains (nailsupps fingerprint)."
supermindhacker.com,High Link Volume from Near-Zero Authority Domain,REVIEW_MANUALLY,109,109,109,0,81,Cognizen (Citicoline) – We Recommend “Mind”,branded=59;descriptive=37;commercial-cta=12;empty=1,product=90;homepage=10;other=9,,,,,4,27,31,"No single footprint dominates: anchors {'branded': 59, 'descriptive': 37, 'commercial-cta': 12}, targets {'product': 90, 'homepage': 10}, 109 follow / 0 nofollow."
supermushrooms.co.uk,No Link-Level Sample - Unverified,REVIEW_MANUALLY,4,4,4,0,4,Buy Women's Formula,commercial-cta=4,product=4,,,,,0,0,11,"No single footprint dominates: anchors {'commercial-cta': 4}, targets {'product': 4}, 4 follow / 0 nofollow."
supplementguides.com,Hosting Cluster - Verify Ownership,REVIEW_MANUALLY,2,2,2,0,1,,empty=2,homepage=1;product=1,,,,,0,0,0,"No single footprint dominates: anchors {'empty': 2}, targets {'homepage': 1, 'product': 1}, 2 follow / 0 nofollow."
supplementlifestyle.com,Hosting Cluster - Verify Ownership,KEEP_AFFILIATE_RETAIN,4,3,3,0,1,,empty=3,product=3,,5f4ec409c99f6,dba13121,,0,0,0,Target URLs carry affiliate account 5f4ec409c99f6 — a tracked partner in the client's own programme; that account operates 4 of these domains.
supplementnatural.com,Hosting Cluster - Verify Ownership,REVIEW_MANUALLY,3,2,2,0,1,,empty=2,product=2,,,,,0,0,0,"No single footprint dominates: anchors {'empty': 2}, targets {'product': 2}, 2 follow / 0 nofollow."
sustainhealthcare.org,Hosting Cluster - Verify Ownership,REVIEW_MANUALLY,1,1,1,0,1,,empty=1,product=1,,,,,0,0,0,"No single footprint dominates: anchors {'empty': 1}, targets {'product': 1}, 1 follow / 0 nofollow."
takeroon.com,No Link-Level Sample - Unverified,KEEP_AFFILIATE_RETAIN,15,15,15,0,10,Performance Lab notes,branded=9;descriptive=4;bare-domain=2,article=9;product=6,,,,,0,0,23,"Descriptive or branded anchors pointing at deep articles and product pages, on a page with a normal outbound-link count — editorial citation shape."
takes.homes,No Link-Level Sample - Unverified,DISAVOW,7,3,0,3,2,testolabpro.com,bare-domain=3,article=2;homepage=1,dtcx.com;testolabpro.com,,,,0,0,5041,"Bare-domain anchors on pages carrying ~5041 outbound links — a domain-stats/shortener scraper reproducing a directory, not a citation."
tetrapod.beauty,"Spam-Associated TLD, Near-Zero Authority",KEEP_AFFILIATE_RETAIN,4,4,4,0,2,https://www.performancelab.com/blogs/multi/vitamin-k2-for-skin,raw-url=2;branded=2,article=4,,,,,0,0,8,"Descriptive or branded anchors pointing at deep articles and product pages, on a page with a normal outbound-link count — editorial citation shape."
theaffiliateslist.com,No Link-Level Sample - Unverified,REVIEW_MANUALLY,18,18,0,18,18,Laboratorio de rendimiento,descriptive=9;branded=9,homepage=9;other=9,,,,,0,0,48,"All 18 links are nofollow, so no equity passes; sequence as hygiene, not repair."
thebitsignal.com,"Newly-Seen Domain, Aggressive Link Velocity",KEEP_AFFILIATE_RETAIN,72,37,37,0,19,https://www.performancelab.com/breedlove,branded=24;raw-url=12;descriptive=1,other=37,,,,/breedlove,0,0,30,"All 37 links point at /breedlove — a bespoke sponsor/partner landing page, not a commercial product path. Same footprint the audit already accepted for whatismoneypodcast.com."
thecloudherald.com,No Link-Level Sample - Unverified,KEEP_AFFILIATE_RETAIN,5,5,0,5,4,visit nutropic.com for latest info,branded=4;commercial-cta=1,product=2;homepage=2;article=1,dtcx.com;nutropic.com;testolabpro.com,,,,0,0,10000,Links route through the client's own brand estate (testolabpro.com).
thehealthysupps.com,Hosting Cluster - Verify Ownership,REVIEW_MANUALLY,1,1,1,0,1,,empty=1,product=1,,,,,0,0,0,"No single footprint dominates: anchors {'empty': 1}, targets {'product': 1}, 1 follow / 0 nofollow."
theindex.work,"Spam-Associated TLD, Near-Zero Authority",REVIEW_MANUALLY,1,1,1,0,1,https://global.performancelab.com/,raw-url=1,homepage=1,,,,,0,1,3,"1/1 anchors are the bare target URL, replicated across a templated footprint. No exact-match commercial anchor, so low equity risk, but not editorial either."
thekatyblog.com,No Link-Level Sample - Unverified,REVIEW_MANUALLY,14,14,14,0,9,get more info,descriptive=13;commercial-cta=1,homepage=11;product=3,nutropic.com,68990cbe508aa,a2ad38c1,,7,0,4,"Affiliate account 68990cbe508aa operates 43 of these domains, and this one is 7/14 filler anchors on follow links from a free blog platform. An affiliate ID says who built the link, not that it is safe to keep: follow affiliate links are a link-scheme exposure whoever placed them. This is a programme-compliance decision (require nofollow) rather than a spam call."
thekeytoglutenfree.com,No Link-Level Sample - Unverified,KEEP_AFFILIATE_RETAIN,55,107,103,4,32,,branded=66;commercial-cta=22;empty=17;descriptive=2,product=77;other=20;homepage=10,nutropic.com,5dc5585e55742,a2ad38c1,,0,94,21,Target URLs carry affiliate account 5dc5585e55742 — a tracked partner in the client's own programme.
thenerdsblog.com,No Link-Level Sample - Unverified,KEEP_AFFILIATE_RETAIN,18,18,18,0,14,website,descriptive=13;commercial-cta=3;branded=2,homepage=14;product=4,nutropic.com,68990cbe508aa,a2ad38c1,,8,0,4,Target URLs carry affiliate account 68990cbe508aa — a tracked partner in the client's own programme; that account operates 43 of these domains.
thetarotalk.com,No Link-Level Sample - Unverified,DISAVOW,6,6,0,6,1,JOIN OUR TELEGRAM https://t.me/s/darksidelinks,vendor-advert=6,homepage=4;article=2,testolabpro.com,,,,0,0,29989,Anchor text advertises a link-selling or hacked-site service (6/6 links). The page exists to sell links; this one is the sample.
thetastefullife.com,Hosting Cluster - Verify Ownership,KEEP_AFFILIATE_RETAIN,23,42,42,0,1,,empty=42,product=40;homepage=2,,5f4ec409c99f6,4755cafd;dba13121,,0,0,0,Target URLs carry affiliate account 5f4ec409c99f6 — a tracked partner in the client's own programme; that account operates 4 of these domains.
thrivelongnaturally.com,No Link-Level Sample - Unverified,KEEP_AFFILIATE_RETAIN,3,3,3,0,3,algae oil supplements,descriptive=3,article=3,,,,,0,0,8,"Descriptive or branded anchors pointing at deep articles and product pages, on a page with a normal outbound-link count — editorial citation shape."
top10supps.com,No Link-Level Sample - Unverified,KEEP_AFFILIATE_RETAIN,12,18,6,12,3,Shop Performancelab.com,branded=12;commercial-cta=6,product=6;article=6;other=6,testolabpro.com,,,,0,0,16,Links route through the client's own brand estate (testolabpro.com).
travelerschronicle.com,No Link-Level Sample - Unverified,KEEP_AFFILIATE_RETAIN,2,2,0,2,1,Nu:tropic,descriptive=2,product=2,nutropic.com,,,,0,0,24,"Descriptive or branded anchors pointing at deep articles and product pages, on a page with a normal outbound-link count — editorial citation shape."
triggeryourtrip.com,No Link-Level Sample - Unverified,KEEP_AFFILIATE_RETAIN,18,18,18,0,3,NutriGenesis Multivitamin,branded=12;empty=6,product=18,,64e9aff0d6dc8,a2ad38c1,,0,0,20,Target URLs carry affiliate account 64e9aff0d6dc8 — a tracked partner in the client's own programme.
true2form.life,"Spam-Associated TLD, Near-Zero Authority",KEEP_AFFILIATE_RETAIN,1,1,1,0,1,absorption,descriptive=1,article=1,,,,,0,0,18,"Descriptive or branded anchors pointing at deep articles and product pages, on a page with a normal outbound-link count — editorial citation shape."
ttblogs.com,No Link-Level Sample - Unverified,REVIEW_MANUALLY,15,15,15,0,9,here,descriptive=10;commercial-cta=4;branded=1,homepage=13;product=2,nutropic.com,68990cbe508aa,a2ad38c1,,11,0,4,"Affiliate account 68990cbe508aa operates 43 of these domains, and this one is 11/15 filler anchors on follow links from a free blog platform. An affiliate ID says who built the link, not that it is safe to keep: follow affiliate links are a link-scheme exposure whoever placed them. This is a programme-compliance decision (require nofollow) rather than a spam call."
ultimateforceschallenge.com,No Link-Level Sample - Unverified,KEEP_AFFILIATE_RETAIN,12,12,12,0,8,BUY NOW,commercial-cta=4;descriptive=4;branded=2;bare-domain=1;empty=1,product=8;homepage=2;article=1;other=1,,12345;5f997a27e9d7c,67890;a2ad38c1,,3,0,8,Target URLs carry affiliate account 12345/5f997a27e9d7c — a tracked partner in the client's own programme.
unlimited.pw,"Spam-Associated TLD, Near-Zero Authority",DISAVOW,1,1,0,1,1,performancelab.com,bare-domain=1,homepage=1,,,,,0,0,1000,"Bare-domain anchors on pages carrying ~1000 outbound links — a domain-stats/shortener scraper reproducing a directory, not a citation."
urls-shortener.eu,Hosting Cluster - Verify Ownership,DISAVOW,1,1,0,1,1,performancelab.com,bare-domain=1,homepage=1,,,,,0,0,3500,"Bare-domain anchors on pages carrying ~3500 outbound links — a domain-stats/shortener scraper reproducing a directory, not a citation."
usanutritionist.com,Hosting Cluster - Verify Ownership,REVIEW_MANUALLY,4,4,4,0,1,,empty=4,product=4,,,,,0,0,0,"No single footprint dominates: anchors {'empty': 4}, targets {'product': 4}, 4 follow / 0 nofollow."
valentinosnaturals.com,No Link-Level Sample - Unverified,KEEP_AFFILIATE_RETAIN,82,160,108,52,59,Testo Lab Pro Review and Results: How Effective is this New T-Booster?,branded=61;descriptive=60;commercial-cta=27;bare-domain=10;raw-url=2,product=78;article=56;other=20;homepage=6,testolabpro.com,,,,4,0,14,Links route through the client's own brand estate (testolabpro.com).
vedaflow.online,"Spam-Associated TLD, Near-Zero Authority",DISAVOW,3,3,3,0,3,Taster box – 4 bars (£8.99),descriptive=2;branded=1,product=3,nutropic.com,,,,0,0,72,"Verbatim clone of a UK publisher commerce table, replicated across 15 throwaway domains (goodfood fingerprint)."
veganfitguide.com,Hosting Cluster - Verify Ownership,REVIEW_MANUALLY,9,9,9,0,7,Performance Lab,branded=9,product=7;other=2,,,,,0,0,12,"No single footprint dominates: anchors {'branded': 9}, targets {'product': 7, 'other': 2}, 9 follow / 0 nofollow."
vibranthappyhealthy.com,Hosting Cluster - Verify Ownership,KEEP_AFFILIATE_RETAIN,1,1,1,0,1,high thermic effect,descriptive=1,article=1,,,,,0,0,37,"Descriptive or branded anchors pointing at deep articles and product pages, on a page with a normal outbound-link count — editorial citation shape."
vitad.org,No Link-Level Sample - Unverified,KEEP_AFFILIATE_RETAIN,24,33,33,0,5,performancelab,branded=27;descriptive=6,article=33,,,,,0,0,39,"Descriptive or branded anchors pointing at deep articles and product pages, on a page with a normal outbound-link count — editorial citation shape."
vitaetapestry.com,No Link-Level Sample - Unverified,REVIEW_MANUALLY,6,6,6,0,6,https://www.performancelab.com/blogs/multi/can-you-take-vitamin-d-and-iron-together,raw-url=6,article=6,,,,,0,0,54,"6/6 anchors are the bare target URL, replicated across a templated footprint. No exact-match commercial anchor, so low equity risk, but not editorial either."
vivaesthetique.com,No Link-Level Sample - Unverified,DISAVOW,3,3,0,3,1,🍪 TELEGRAM @SALESOVEN | ACCESS TO HACKED SITES FOR SEO | HTTPS://T.ME/SALESOVEN 🔥,vendor-advert=3,article=3,,,,,0,0,3006,Anchor text advertises a link-selling or hacked-site service (3/3 links). The page exists to sell links; this one is the sample.
vividlypulse.lifestyle,No Link-Level Sample - Unverified,DISAVOW,3,3,3,0,3,Taster box – 4 bars (£8.99),descriptive=2;branded=1,product=3,nutropic.com,,,,0,0,72,"Verbatim clone of a UK publisher commerce table, replicated across 15 throwaway domains (goodfood fingerprint)."
vividlypulse.living,No Link-Level Sample - Unverified,DISAVOW,3,3,3,0,3,Taster box – 4 bars (£8.99),descriptive=2;branded=1,product=3,nutropic.com,,,,0,0,72,"Verbatim clone of a UK publisher commerce table, replicated across 15 throwaway domains (goodfood fingerprint)."
vividlypulse.xyz,"Spam-Associated TLD, Near-Zero Authority",DISAVOW,3,3,3,0,3,Taster box – 4 bars (£8.99),descriptive=2;branded=1,product=3,nutropic.com,,,,0,0,72,"Verbatim clone of a UK publisher commerce table, replicated across 15 throwaway domains (goodfood fingerprint)."
vpanprint.com,Hosting Cluster - Verify Ownership,REVIEW_MANUALLY,1,1,1,0,1,,empty=1,article=1,,,,,0,1,23,"No single footprint dominates: anchors {'empty': 1}, targets {'article': 1}, 1 follow / 0 nofollow."
walshskitchen.com,No Link-Level Sample - Unverified,REVIEW_MANUALLY,1,1,1,0,1,jvic,descriptive=1,other=1,,,,,0,0,10,"No single footprint dominates: anchors {'descriptive': 1}, targets {'other': 1}, 1 follow / 0 nofollow."
wants.cfd,"Spam-Associated TLD, Near-Zero Authority",DISAVOW,15,20,0,20,4,dtcx.com,bare-domain=20,homepage=13;article=4;product=3,dtcx.com;nutropic.com;testolabpro.com,,,,0,0,1973,"Bare-domain anchors on pages carrying ~1973 outbound links — a domain-stats/shortener scraper reproducing a directory, not a citation."
way2check.cv,Hosting Cluster - Verify Ownership,DISAVOW,13,21,21,0,4,nutropic.com,bare-domain=21,homepage=10;product=8;article=3,dtcx.com;nutropic.com;testolabpro.com,,,,0,0,10159,"Bare-domain anchors on pages carrying ~10159 outbound links — a domain-stats/shortener scraper reproducing a directory, not a citation."
wayranks.com,No Link-Level Sample - Unverified,DISAVOW,2,2,2,0,2,https://performancelab.com,bare-domain=1;branded=1,homepage=2,,,,,0,0,4983,"Bare-domain anchors on pages carrying ~4983 outbound links — a domain-stats/shortener scraper reproducing a directory, not a citation."
websites.freemyip.com,Hosting Cluster - Verify Ownership,DISAVOW,4,4,0,4,3,nutropic.com,bare-domain=4,product=2;homepage=1;article=1,nutropic.com;testolabpro.com,,,,0,0,3500,"Bare-domain anchors on pages carrying ~3500 outbound links — a domain-stats/shortener scraper reproducing a directory, not a citation."
weightlossandco.com,Hosting Cluster - Verify Ownership,REVIEW_MANUALLY,4,2,2,0,1,,empty=2,product=2,,,,,0,0,0,"No single footprint dominates: anchors {'empty': 2}, targets {'product': 2}, 2 follow / 0 nofollow."
wellife.org,Hosting Cluster - Verify Ownership,REVIEW_MANUALLY,5,4,4,0,1,,empty=4,product=4,,,,,0,0,0,"No single footprint dominates: anchors {'empty': 4}, targets {'product': 4}, 4 follow / 0 nofollow."
whatisglutathione.net,No Link-Level Sample - Unverified,KEEP_AFFILIATE_RETAIN,3,3,0,3,3,Best Glutathione Supplement for Immune Support,descriptive=3,article=3,,,,,0,0,24,"Descriptive or branded anchors pointing at deep articles and product pages, on a page with a normal outbound-link count — editorial citation shape."
windowssearch-exp.com,No Link-Level Sample - Unverified,REVIEW_MANUALLY,10,6,6,0,2,performancelab.com,bare-domain=4;branded=2,article=4;product=2,,,,,0,0,37,"No single footprint dominates: anchors {'bare-domain': 4, 'branded': 2}, targets {'article': 4, 'product': 2}, 6 follow / 0 nofollow."
wlghconferences.org,No Link-Level Sample - Unverified,REVIEW_MANUALLY,4,2,2,0,1,,empty=2,product=2,,,,,0,0,0,"No single footprint dominates: anchors {'empty': 2}, targets {'product': 2}, 2 follow / 0 nofollow."
worldboxe.online,"Spam-Associated TLD, Near-Zero Authority",DISAVOW,2,2,0,2,2,"UK Approved(Esquire,Red,HB,GH,Country Living,Prima) Nutrigenesis Multi for Women (4 month supply)",branded=2,product=2,,,,,0,0,33,"Verbatim clone of a UK publisher commerce table, replicated across 8 throwaway domains (nailsupps fingerprint)."
worldwideranks.com,No Link-Level Sample - Unverified,REVIEW_MANUALLY,1,1,1,0,1,performancelab,branded=1,homepage=1,,,,,0,0,3134,"No single footprint dominates: anchors {'branded': 1}, targets {'homepage': 1}, 1 follow / 0 nofollow."
worldworthliving.com,No Link-Level Sample - Unverified,KEEP_AFFILIATE_RETAIN,3,3,0,3,3,Best Vegan Multivitamin for Women: Performance Lab Women’s Multivitamin,branded=2;commercial-cta=1,product=3,,5ec76995e8186,a2ad38c1,,0,3,129,Target URLs carry affiliate account 5ec76995e8186 — a tracked partner in the client's own programme.
wssblogs.com,No Link-Level Sample - Unverified,REVIEW_MANUALLY,16,16,16,0,8,website,descriptive=14;commercial-cta=2,homepage=12;product=4,nutropic.com,68990cbe508aa,a2ad38c1,,12,0,4,"Affiliate account 68990cbe508aa operates 43 of these domains, and this one is 12/16 filler anchors on follow links from a free blog platform. An affiliate ID says who built the link, not that it is safe to keep: follow affiliate links are a link-scheme exposure whoever placed them. This is a programme-compliance decision (require nofollow) rather than a spam call."
xcfnyzte.com,No Link-Level Sample - Unverified,KEEP_AFFILIATE_RETAIN,9,9,9,0,8,Try Performance Lab Mind Today!,descriptive=4;branded=4;empty=1,product=9,,5f4e9bd7d388a,8b3070c3,,0,0,3,Target URLs carry affiliate account 5f4e9bd7d388a — a tracked partner in the client's own programme.
yellos.online,"Spam-Associated TLD, Near-Zero Authority",DISAVOW,3,3,0,3,3,£132 at performancelab.com,branded=3,product=3,,,,,0,0,34,"Verbatim clone of a UK publisher commerce table, replicated across 8 throwaway domains (nailsupps fingerprint)."
yourboxe.online,"Spam-Associated TLD, Near-Zero Authority",DISAVOW,2,2,0,2,2,"UK Approved(Esquire,Red,HB,GH,Country Living,Prima) Nutrigenesis Multi for Women (4 month supply)",branded=2,product=2,,,,,0,0,33,"Verbatim clone of a UK publisher commerce table, replicated across 8 throwaway domains (nailsupps fingerprint)."
yourcenter.online,"Spam-Associated TLD, Near-Zero Authority",DISAVOW,2,2,0,2,2,"UK Approved(Esquire,Red,HB,GH,Country Living,Prima) Nutrigenesis Multi for Women (4 month supply)",branded=2,product=2,,,,,0,0,33,"Verbatim clone of a UK publisher commerce table, replicated across 8 throwaway domains (nailsupps fingerprint)."
yourinception.com,No Link-Level Sample - Unverified,KEEP_AFFILIATE_RETAIN,22,18,18,0,3,,empty=14;descriptive=4,product=12;other=4;homepage=2,,57ed4488595a9,a2ad38c1,,0,0,0,Target URLs carry affiliate account 57ed4488595a9 — a tracked partner in the client's own programme.
zenithwithin.com,No Link-Level Sample - Unverified,KEEP_AFFILIATE_RETAIN,27,20,20,0,15,🛒 This is the supplement I personally use and recommend,descriptive=18;empty=1;branded=1,product=20,,673c7d7439de8,1425;39df9901;7e3178f7;990d61ee;9cc57418;b90c135c,,0,0,18,Target URLs carry affiliate account 673c7d7439de8 — a tracked partner in the client's own programme.
zenoppa.site,"Spam-Associated TLD, Near-Zero Authority",DISAVOW,3,3,3,0,3,Taster box – 4 bars (£8.99),descriptive=2;branded=1,product=3,nutropic.com,,,,0,0,72,"Verbatim clone of a UK publisher commerce table, replicated across 15 throwaway domains (goodfood fingerprint)."
zephrcf.com,No Link-Level Sample - Unverified,KEEP_AFFILIATE_RETAIN,1,1,0,1,1,Pre Lab Pro Pre-Workout,branded=1,product=1,,,,,0,0,44,"Descriptive or branded anchors pointing at deep articles and product pages, on a page with a normal outbound-link count — editorial citation shape."
한국사이버신학대학교.kr,No Link-Level Sample - Unverified,DISAVOW,1,1,0,1,1,TG @LINKS_DEALER | EFFECTIVE SEO LINKS FOR WWW.PERFORMANCELAB.COM,vendor-advert=1,article=1,,,,,0,0,3001,Anchor text advertises a link-selling or hacked-site service (1/1 links). The page exists to sell links; this one is the sample.
